"Plot Title: GCREW_cond_6.28.2019"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20625481, SEN S/N: 20625481)","High Range, μS/cm (LGR S/N: 20625481, SEN S/N: 20625481)","Temp, °C (LGR S/N: 20625481, SEN S/N: 20625481)","Specific Conductance, μS/cm (LGR S/N: 20625481)"
1170,07/10/19 07:00:00 PM,6079.2,7011.8,28.27,6955.4
1171,07/10/19 07:15:00 PM,6090.9,7021.5,28.13,6984.9
1172,07/10/19 07:30:00 PM,6175.2,7137.7,28.03,7115.0
1173,07/10/19 07:45:00 PM,6536.2,7621.1,28.43,7536.2
1174,07/10/19 08:00:00 PM,6669.2,7807.9,28.72,7676.6
1175,07/10/19 08:15:00 PM,6832.1,8055.5,28.92,7888.7
1176,07/10/19 08:30:00 PM,6906.8,8165.1,28.96,7989.9
1177,07/10/19 08:45:00 PM,6940.4,8219.1,28.88,8055.8
1178,07/10/19 09:00:00 PM,7021.2,8323.1,28.92,8151.5
1179,07/10/19 09:15:00 PM,7119.1,8447.6,28.80,8293.4
1180,07/10/19 09:30:00 PM,7259.2,8634.8,28.76,8484.2
1181,07/10/19 09:45:00 PM,7324.2,8728.4,28.77,8574.7
1182,07/10/19 10:00:00 PM,7341.1,8748.6,28.67,8611.9
1183,07/10/19 10:15:00 PM,7301.7,8709.0,28.59,8586.9
1184,07/10/19 10:30:00 PM,7281.7,8688.1,28.56,8571.7
1185,07/10/19 10:45:00 PM,7287.3,8675.7,28.64,8546.0
1186,07/10/19 11:00:00 PM,7375.7,8800.8,28.98,8611.0
1187,07/10/19 11:15:00 PM,7463.0,8921.5,29.25,8682.7
1188,07/10/19 11:30:00 PM,7503.6,8971.1,29.37,8710.5
1189,07/10/19 11:45:00 PM,7491.5,8961.7,29.39,8698.2
1190,07/11/19 12:00:00 AM,7494.7,8971.9,29.39,8708.3
1191,07/11/19 12:15:00 AM,7503.6,8986.9,29.37,8726.6
1192,07/11/19 12:30:00 AM,7491.5,8968.8,29.32,8717.9
1193,07/11/19 12:45:00 AM,7497.1,8985.4,29.29,8739.4
1194,07/11/19 01:00:00 AM,7506.1,9001.2,29.25,8762.0
1195,07/11/19 01:15:00 AM,7526.4,9029.7,29.24,8791.7
1196,07/11/19 01:30:00 AM,7523.2,9051.9,29.20,8820.5
1197,07/11/19 01:45:00 AM,7523.2,9055.8,29.20,8824.6
1198,07/11/19 02:00:00 AM,7618.8,9191.4,29.24,8949.9
1199,07/11/19 02:15:00 AM,7532.1,9070.9,28.92,8889.1
1200,07/11/19 02:30:00 AM,7453.3,8964.8,28.65,8832.7
1201,07/11/19 02:45:00 AM,7427.4,8925.4,28.49,8822.3
1202,07/11/19 03:00:00 AM,7392.6,8876.7,28.31,8806.1
1203,07/11/19 03:15:00 AM,7366.8,8832.1,28.14,8792.1
1204,07/11/19 03:30:00 AM,7316.1,8773.5,27.92,8772.8
1205,07/11/19 03:45:00 AM,7284.9,8716.8,27.70,8755.2
1206,07/11/19 04:00:00 AM,7229.7,8641.7,27.44,8725.9
1207,07/11/19 04:15:00 AM,7187.4,8569.3,27.13,8707.8
1208,07/11/19 04:30:00 AM,7138.2,8498.0,26.85,8685.2
1209,07/11/19 04:45:00 AM,7078.8,8414.1,26.56,8651.0
1210,07/11/19 05:00:00 AM,7040.9,8350.3,26.33,8626.5
1211,07/11/19 05:15:00 AM,6998.4,8292.1,26.15,8598.5
1212,07/11/19 05:30:00 AM,6971.8,8253.7,26.01,8583.8
1213,07/11/19 05:45:00 AM,6945.9,8207.1,25.93,8549.8
1214,07/11/19 06:00:00 AM,6927.1,8179.4,25.83,8538.9
1215,07/11/19 06:15:00 AM,6893.6,8133.7,25.73,8509.1
1216,07/11/19 06:30:00 AM,6872.5,8095.0,25.64,8484.8
1217,07/11/19 06:45:00 AM,6841.4,8060.0,25.56,8462.4
1218,07/11/19 07:00:00 AM,6821.2,8027.3,25.48,8442.4
1219,07/11/19 07:15:00 AM,6793.3,7987.3,25.41,8412.9
1220,07/11/19 07:30:00 AM,6772.4,7954.1,25.36,8387.0
1221,07/11/19 07:45:00 AM,6760.0,7934.2,25.32,8373.2
1222,07/11/19 08:00:00 AM,6745.4,7912.8,25.32,8350.9
1223,07/11/19 08:15:00 AM,6735.3,7898.1,25.35,8330.4
1224,07/11/19 08:30:00 AM,6737.7,7893.7,25.37,8322.5
1225,07/11/19 08:45:00 AM,6733.0,7893.7,25.42,8314.0
1226,07/11/19 09:00:00 AM,6730.7,7894.4,25.48,8304.5
1227,07/11/19 09:15:00 AM,6740.7,7906.2,25.52,8310.2
1228,07/11/19 09:30:00 AM,6745.4,7917.2,25.59,8309.8
1229,07/11/19 09:45:00 AM,6766.2,7948.2,25.75,8314.8
1230,07/11/19 10:00:00 AM,6807.3,8016.2,26.09,8327.2
1231,07/11/19 10:15:00 AM,6936.5,8201.8,26.70,8413.7
1232,07/11/19 10:30:00 AM,7100.1,8433.1,27.20,8563.1
1233,07/11/19 10:45:00 AM,7223.3,8617.0,27.55,8688.0
1234,07/11/19 11:00:00 AM,7324.2,8763.4,27.73,8803.7
1235,07/11/19 11:15:00 AM,7346.7,8807.9,27.80,8836.2
1236,07/11/19 11:30:00 AM,7355.5,8826.6,27.86,8844.4
1237,07/11/19 11:45:00 AM,7401.5,8887.7,28.05,8871.9
1238,07/11/19 12:00:00 PM,7527.3,9043.9,28.39,8966.6
1239,07/11/19 12:15:00 PM,7577.9,9116.3,28.56,9007.9
1240,07/11/19 12:30:00 PM,7589.3,9135.4,28.59,9021.6
1241,07/11/19 12:45:00 PM,7559.1,9129.0,28.64,9006.6
1242,07/11/19 01:00:00 PM,7688.6,9298.3,29.18,9075.9
1243,07/11/19 01:15:00 PM,7715.8,9337.9,29.34,9086.0
1244,07/11/19 01:30:00 PM,7700.2,9308.0,29.32,9060.7
1245,07/11/19 01:45:00 PM,7645.0,9255.6,29.20,9031.4
1246,07/11/19 02:00:00 PM,7650.8,9265.3,29.22,9037.5
1247,07/11/19 02:15:00 PM,7681.2,9325.7,29.67,9016.2
1248,07/11/19 02:30:00 PM,7707.6,9366.2,30.30,8944.6
1249,07/11/19 02:45:00 PM,7714.2,9354.9,30.25,8942.7
1250,07/11/19 03:00:00 PM,7668.1,9300.7,30.23,8894.7
1251,07/11/19 03:15:00 PM,7608.1,9226.7,30.19,8831.0
1252,07/11/19 03:30:00 PM,7531.3,9125.9,30.08,8753.6
1253,07/11/19 03:45:00 PM,7499.6,9074.9,29.98,8722.0
1254,07/11/19 04:00:00 PM,7427.4,8979.0,29.83,8655.5
1255,07/11/19 04:15:00 PM,7370.9,8896.3,29.67,8603.0
1256,07/11/19 04:30:00 PM,7339.5,8851.6,29.62,8568.4
1257,07/11/19 04:45:00 PM,7297.7,8790.7,29.61,8511.4
1258,07/11/19 05:00:00 PM,7242.5,8713.7,29.44,8465.4
1259,07/11/19 05:15:00 PM,7179.5,8622.4,29.08,8436.8
1260,07/11/19 05:30:00 PM,7133.4,8544.0,28.82,8403.7
1261,07/11/19 05:45:00 PM,7043.3,8415.6,28.58,8317.3
1262,07/11/19 06:00:00 PM,7024.4,8379.1,28.44,8304.7
1263,07/11/19 06:15:00 PM,6990.6,8337.5,28.44,8263.7
1264,07/11/19 06:30:00 PM,6978.0,8310.2,28.37,8248.4
1265,07/11/19 06:45:00 PM,6508.9,7705.1,28.06,7695.8
1266,07/11/19 07:00:00 PM,6651.5,7836.4,27.57,7905.1
1267,07/11/19 07:15:00 PM,6385.0,7462.2,27.25,7576.9
1268,07/11/19 07:30:00 PM,5909.5,6815.7,26.73,6994.6
1269,07/11/19 07:45:00 PM,5340.0,6080.5,26.19,6310.2
1270,07/11/19 08:00:00 PM,5039.4,5703.3,25.99,5943.5
1271,07/11/19 08:15:00 PM,4909.8,5542.7,25.93,5783.5
1272,07/11/19 08:30:00 PM,4839.1,5456.9,25.85,5703.6
1273,07/11/19 08:45:00 PM,4787.5,5390.1,25.78,5642.1
1274,07/11/19 09:00:00 PM,4777.4,5378.5,25.80,5627.8
1275,07/11/19 09:15:00 PM,5834.1,6716.0,26.67,6902.2
1276,07/11/19 09:30:00 PM,6515.7,7626.2,27.44,7715.5
1277,07/11/19 09:45:00 PM,6673.0,7848.2,27.80,7882.6
1278,07/11/19 10:00:00 PM,6685.3,7853.3,27.71,7902.3
1279,07/11/19 10:15:00 PM,6377.4,7432.2,27.10,7572.1
1280,07/11/19 10:30:00 PM,6198.9,7200.2,26.84,7375.1
1281,07/11/19 10:45:00 PM,6181.1,7179.8,26.83,7355.9
1282,07/11/19 11:00:00 PM,6358.7,7412.2,27.12,7549.3
1283,07/11/19 11:15:00 PM,6723.8,7904.0,28.14,7885.7
1284,07/11/19 11:30:00 PM,6857.0,8083.0,28.38,8025.8
1285,07/11/19 11:45:00 PM,6915.4,8168.1,28.44,8100.8
1286,07/12/19 12:00:00 AM,6942.0,8213.1,28.49,8137.5
1287,07/12/19 12:15:00 AM,6952.2,8225.9,28.37,8170.0
1288,07/12/19 12:30:00 AM,6936.5,8210.1,28.24,8175.8
1289,07/12/19 12:45:00 AM,6913.8,8189.9,28.18,8165.8
1290,07/12/19 01:00:00 AM,6973.3,8261.2,28.29,8218.9
1291,07/12/19 01:15:00 AM,7017.3,8320.1,28.38,8262.8
1292,07/12/19 01:30:00 AM,7104.9,8447.6,28.51,8367.9
1293,07/12/19 01:45:00 AM,7183.4,8563.1,28.60,8467.3
1294,07/12/19 02:00:00 AM,7219.3,8618.6,28.64,8515.6
1295,07/12/19 02:15:00 AM,7232.9,8634.0,28.51,8553.2
1296,07/12/19 02:30:00 AM,7183.4,8570.8,28.38,8513.0
1297,07/12/19 02:45:00 AM,7033.8,8359.4,28.02,8363.5
1298,07/12/19 03:00:00 AM,6914.6,8197.3,27.73,8249.7
1299,07/12/19 03:15:00 AM,6833.6,8090.5,27.53,8175.5
1300,07/12/19 03:30:00 AM,6821.2,8068.2,27.49,8159.8
1301,07/12/19 03:45:00 AM,6836.0,8095.7,27.54,8179.6
1302,07/12/19 04:00:00 AM,6793.3,8028.1,27.31,8149.5
1303,07/12/19 04:15:00 AM,6709.2,7910.6,27.11,8063.2
1304,07/12/19 04:30:00 AM,6636.2,7805.0,26.84,7999.9
1305,07/12/19 04:45:00 AM,6563.6,7703.0,26.53,7946.0
1306,07/12/19 05:00:00 AM,6465.7,7564.8,26.25,7848.9
1307,07/12/19 05:15:00 AM,6421.9,7508.8,26.10,7815.2
1308,07/12/19 05:30:00 AM,6382.7,7452.2,25.99,7774.2
1309,07/12/19 05:45:00 AM,6339.9,7399.3,25.90,7733.7
1310,07/12/19 06:00:00 AM,6312.2,7355.9,25.79,7706.2
1311,07/12/19 06:15:00 AM,6248.7,7270.1,25.63,7641.9
1312,07/12/19 06:30:00 AM,6184.8,7186.1,25.43,7585.5
1313,07/12/19 06:45:00 AM,6138.9,7119.4,25.31,7534.2
1314,07/12/19 07:00:00 AM,6018.9,6957.5,25.19,7381.6
1315,07/12/19 07:15:00 AM,5879.0,6770.3,25.09,7198.3
1316,07/12/19 07:30:00 AM,5800.9,6672.9,25.03,7103.9
1317,07/12/19 07:45:00 AM,5741.9,6596.4,24.98,7030.1
1318,07/12/19 08:00:00 AM,5653.1,6484.4,24.98,6910.9
1319,07/12/19 08:15:00 AM,4532.3,5244.7,25.01,5586.3
1320,07/12/19 08:30:00 AM,5654.5,6475.6,25.05,6891.7
1321,07/12/19 08:45:00 AM,5616.1,6429.6,25.13,6831.5
1322,07/12/19 09:00:00 AM,5557.8,6356.8,25.22,6741.6
1323,07/12/19 09:15:00 AM,5502.0,6286.2,25.34,6650.1
1324,07/12/19 09:30:00 AM,5466.8,6237.9,25.47,6581.3
1325,07/12/19 09:45:00 AM,5417.6,6175.8,25.66,6490.1
1326,07/12/19 10:00:00 AM,5404.3,6164.4,25.88,6448.7
1327,07/12/19 10:15:00 AM,5394.5,6154.4,26.09,6410.4
1328,07/12/19 10:30:00 AM,5381.9,6137.8,26.28,6368.2
1329,07/12/19 10:45:00 AM,5135.2,5849.7,26.53,6038.3
1330,07/12/19 11:00:00 AM,5388.2,6144.4,26.65,6327.0
1331,07/12/19 11:15:00 AM,5422.5,6193.1,26.63,6379.9
1332,07/12/19 11:30:00 AM,5440.7,6215.9,26.70,6394.4
1333,07/12/19 11:45:00 AM,5460.4,6237.9,26.75,6410.6
1334,07/12/19 12:00:00 PM,5523.2,6326.5,27.54,6397.9
1335,07/12/19 12:15:00 PM,5616.1,6450.5,28.11,6448.8
1336,07/12/19 12:30:00 PM,5622.5,6460.7,28.64,6390.9
1337,07/12/19 12:45:00 PM,5613.9,6451.2,28.59,6388.1
1338,07/12/19 01:00:00 PM,5564.9,6380.3,27.90,6406.2
1339,07/12/19 01:15:00 PM,5638.8,6474.9,28.31,6447.9
1340,07/12/19 01:30:00 PM,5757.7,6635.3,29.12,6502.0
1341,07/12/19 01:45:00 PM,5860.9,6770.9,29.91,6532.5
1342,07/12/19 02:00:00 PM,5896.4,6821.9,30.25,6538.2
1343,07/12/19 02:15:00 PM,5800.1,6703.7,30.77,6360.5
1344,07/12/19 02:30:00 PM,5719.6,6601.2,30.79,6261.0
1345,07/12/19 02:45:00 PM,5642.4,6498.6,30.81,6161.4
1346,07/12/19 03:00:00 PM,5612.5,6462.0,30.93,6112.7
1347,07/12/19 03:15:00 PM,5597.6,6444.4,31.14,6071.5
1348,07/12/19 03:30:00 PM,5604.0,6456.6,31.31,6063.3
1349,07/12/19 03:45:00 PM,5696.7,6574.7,31.35,6169.7
1350,07/12/19 04:00:00 PM,5767.0,6669.5,31.34,6260.0
1351,07/12/19 04:15:00 PM,5840.6,6762.7,31.24,6359.9
1352,07/12/19 04:30:00 PM,5830.5,6751.0,31.16,6358.8
1353,07/12/19 04:45:00 PM,5866.7,6795.7,31.15,6402.4
1354,07/12/19 05:00:00 PM,5866.7,6795.7,31.00,6421.1
1355,07/12/19 05:15:00 PM,5850.7,6777.1,30.84,6423.5
1356,07/12/19 05:30:00 PM,5846.4,6772.3,30.61,6447.9
1357,07/12/19 05:45:00 PM,5842.8,6762.0,30.35,6470.9
1358,07/12/19 06:00:00 PM,5850.7,6765.5,30.13,6502.3
1359,07/12/19 06:15:00 PM,5858.0,6770.3,30.02,6521.1
1360,07/12/19 06:30:00 PM,5850.0,6753.1,29.81,6531.5
1361,07/12/19 06:45:00 PM,5854.3,6753.1,29.65,6552.3
1362,07/12/19 07:00:00 PM,73.1,115.5,28.63,114.4
1363,07/12/19 07:15:00 PM,56.4,103.6,28.43,103.0
1364,07/12/19 07:30:00 PM,54.5,102.5,27.27,104.3
1365,07/12/19 07:45:00 PM,61.1,107.3,26.63,110.6
1366,07/12/19 08:00:00 PM,69.0,112.8,26.16,117.4
1367,07/12/19 08:15:00 PM,75.5,117.9,25.88,123.5
1368,07/12/19 08:30:00 PM,81.5,122.4,25.67,128.8
1369,07/12/19 08:45:00 PM,85.7,125.9,25.54,132.8
1370,07/12/19 09:00:00 PM,88.5,128.0,25.74,134.5
1371,07/12/19 09:15:00 PM,5718.9,6509.4,27.55,6588.3
1372,07/12/19 09:30:00 PM,5729.7,6522.3,27.60,6594.8
1373,07/12/19 09:45:00 PM,5707.4,6487.1,27.52,6570.1
1374,07/12/19 10:00:00 PM,5695.3,6475.6,27.45,6567.9
1375,07/12/19 10:15:00 PM,5688.1,6458.0,27.36,6562.3
1376,07/12/19 10:30:00 PM,5681.0,6453.9,27.33,6562.3
1377,07/12/19 10:45:00 PM,5677.4,6449.2,27.28,6564.4
1378,07/12/19 11:00:00 PM,5679.5,6453.2,27.31,6564.6
1379,07/12/19 11:15:00 PM,5693.8,6474.9,27.49,6562.8
1380,07/12/19 11:30:00 PM,5709.6,6505.4,27.89,6540.7
1381,07/12/19 11:45:00 PM,5698.8,6506.7,28.32,6485.9
1382,07/13/19 12:00:00 AM,5696.0,6510.1,28.53,6462.2
1383,07/13/19 12:15:00 AM,5689.5,6505.4,28.69,6437.1
1384,07/13/19 12:30:00 AM,5678.8,6488.4,28.84,6401.3
1385,07/13/19 12:45:00 AM,5662.4,6471.5,28.97,6368.3
1386,07/13/19 01:00:00 AM,5656.0,6465.4,29.13,6342.3
1387,07/13/19 01:15:00 AM,5752.6,6586.9,29.69,6390.6
1388,07/13/19 01:30:00 AM,6052.7,6979.1,29.88,6746.1
1389,07/13/19 01:45:00 AM,6985.1,8265.7,30.13,7950.9
1390,07/13/19 02:00:00 AM,7255.2,8669.5,30.12,8341.2
1391,07/13/19 02:15:00 AM,7353.1,8808.6,30.03,8490.2
1392,07/13/19 02:30:00 AM,7412.8,8916.8,29.91,8615.0
1393,07/13/19 02:45:00 AM,7341.9,8815.7,29.89,8520.9
1394,07/13/19 03:00:00 AM,7152.4,8521.7,29.77,8256.4
1395,07/13/19 03:15:00 AM,7158.0,8530.9,29.78,8263.9
1396,07/13/19 03:30:00 AM,7171.5,8556.2,29.70,8301.7
1397,07/13/19 03:45:00 AM,7136.6,8504.1,29.55,8275.8
1398,07/13/19 04:00:00 AM,6406.8,7446.4,28.80,7355.2
1399,07/13/19 04:15:00 AM,6782.5,7985.9,28.93,7867.9
1400,07/13/19 04:30:00 AM,6577.4,7703.0,28.72,7621.2
1401,07/13/19 04:45:00 AM,6466.5,7552.6,28.45,7513.0
1402,07/13/19 05:00:00 AM,6403.8,7475.8,28.17,7478.7
1403,07/13/19 05:15:00 AM,6359.4,7415.7,27.91,7457.7
1404,07/13/19 05:30:00 AM,6360.9,7416.4,27.70,7490.4
1405,07/13/19 05:45:00 AM,6330.9,7374.4,27.39,7495.1
1406,07/13/19 06:00:00 AM,6219.7,7224.9,26.96,7408.1
1407,07/13/19 06:15:00 AM,6088.7,7053.6,26.46,7307.3
1408,07/13/19 06:30:00 AM,5969.9,6886.8,25.98,7205.9
1409,07/13/19 06:45:00 AM,5911.7,6815.7,25.64,7182.3
1410,07/13/19 07:00:00 AM,5900.8,6792.3,25.45,7186.3
1411,07/13/19 07:15:00 AM,5902.2,6798.5,25.31,7214.2
1412,07/13/19 07:30:00 AM,5869.6,6746.9,25.16,7182.2
1413,07/13/19 07:45:00 AM,5875.4,6760.6,25.10,7206.1
1414,07/13/19 08:00:00 AM,5864.5,6742.8,25.04,7196.4
1415,07/13/19 08:15:00 AM,5855.1,6734.5,25.04,7187.7
1416,07/13/19 08:30:00 AM,5842.0,6718.1,25.06,7167.4
1417,07/13/19 08:45:00 AM,5852.2,6727.0,25.13,7166.5
1418,07/13/19 09:00:00 AM,5861.6,6744.8,25.25,7167.6
1419,07/13/19 09:15:00 AM,5876.1,6759.3,25.40,7160.7
1420,07/13/19 09:30:00 AM,5879.0,6766.8,25.54,7147.8
1421,07/13/19 09:45:00 AM,5879.0,6766.8,25.74,7118.3
1422,07/13/19 10:00:00 AM,5876.1,6764.8,25.93,7088.3
1423,07/13/19 10:15:00 AM,5865.2,6752.4,26.12,7047.7
1424,07/13/19 10:30:00 AM,5858.0,6742.1,26.30,7011.0
1425,07/13/19 10:45:00 AM,5873.9,6760.6,26.58,6989.9
1426,07/13/19 11:00:00 AM,5883.3,6780.6,26.86,6970.6
1427,07/13/19 11:15:00 AM,5898.6,6804.0,27.11,6959.2
1428,07/13/19 11:30:00 AM,5929.8,6843.3,27.47,6948.5
1429,07/13/19 11:45:00 AM,5948.8,6867.5,27.71,6939.4
1430,07/13/19 12:00:00 PM,5981.6,6918.7,28.14,6930.9
1431,07/13/19 12:15:00 PM,5989.7,6934.6,28.29,6926.2
1432,07/13/19 12:30:00 PM,6021.9,6979.8,28.67,6918.7
1433,07/13/19 12:45:00 PM,6057.8,7028.5,28.93,6931.2
1434,07/13/19 01:00:00 PM,6109.4,7101.2,29.22,6962.9
1435,07/13/19 01:15:00 PM,6201.1,7224.2,29.82,7000.4
1436,07/13/19 01:30:00 PM,6230.1,7268.7,29.98,7021.6
1437,07/13/19 01:45:00 PM,6309.9,7372.3,30.54,7044.5
1438,07/13/19 02:00:00 PM,6345.9,7423.6,30.73,7067.6
1439,07/13/19 02:15:00 PM,6354.2,7444.3,30.99,7051.9
1440,07/13/19 02:30:00 PM,6162.6,7191.1,30.94,6818.8
1441,07/13/19 02:45:00 PM,6434.7,7554.0,31.63,7068.6
1442,07/13/19 03:00:00 PM,6458.9,7589.3,31.87,7069.3
1443,07/13/19 03:15:00 PM,6452.1,7590.0,32.34,7007.2
1444,07/13/19 03:30:00 PM,6394.0,7509.5,32.70,6885.9
1445,07/13/19 03:45:00 PM,6361.7,7475.1,32.70,6854.6
1446,07/13/19 04:00:00 PM,6358.7,7461.5,32.57,6859.1
1447,07/13/19 04:15:00 PM,6339.2,7442.9,32.47,6855.2
1448,07/13/19 04:30:00 PM,6289.8,7371.6,32.46,6791.0
1449,07/13/19 04:45:00 PM,6246.5,7313.3,32.36,6750.3
1450,07/13/19 05:00:00 PM,6250.2,7321.8,32.22,6776.3
1451,07/13/19 05:15:00 PM,6256.2,7328.9,31.90,6824.6
1452,07/13/19 05:30:00 PM,6230.9,7290.6,31.57,6832.1
1453,07/13/19 05:45:00 PM,6217.5,7268.7,31.31,6845.9
1454,07/13/19 06:00:00 PM,6189.3,7233.4,31.07,6844.4
1455,07/13/19 06:15:00 PM,6183.3,7224.2,30.95,6851.7
1456,07/13/19 06:30:00 PM,6181.1,7215.0,30.73,6872.4
1457,07/13/19 06:45:00 PM,6193.0,7229.8,30.66,6896.1
1458,07/13/19 07:00:00 PM,6174.4,7202.3,30.42,6902.1
1459,07/13/19 07:15:00 PM,6163.3,7184.0,30.25,6907.6
1460,07/13/19 07:30:00 PM,6142.6,7150.3,29.94,6917.2
1461,07/13/19 07:45:00 PM,410.7,456.5,29.30,447.2
1462,07/13/19 08:00:00 PM,100.2,134.7,28.51,134.1
1463,07/13/19 08:15:00 PM,388.6,432.3,28.13,433.5
1464,07/13/19 08:30:00 PM,87.6,124.5,27.71,125.9
1465,07/13/19 08:45:00 PM,65.2,106.6,27.02,109.3
1466,07/13/19 09:00:00 PM,64.3,105.9,26.38,110.1
1467,07/13/19 09:15:00 PM,69.0,110.0,25.72,115.9
1468,07/13/19 09:30:00 PM,75.0,113.8,25.46,120.6
1469,07/13/19 09:45:00 PM,5273.9,6002.2,26.84,6180.3
1470,07/13/19 10:00:00 PM,6003.6,6925.6,27.02,7105.1
1471,07/13/19 10:15:00 PM,6016.0,6929.1,27.11,7095.8
1472,07/13/19 10:30:00 PM,6010.9,6922.1,27.06,7096.1
1473,07/13/19 10:45:00 PM,6006.5,6911.7,26.99,7095.7
1474,07/13/19 11:00:00 PM,5991.1,6895.8,26.91,7091.2
1475,07/13/19 11:15:00 PM,5995.5,6900.7,26.92,7095.0
1476,07/13/19 11:30:00 PM,6007.2,6918.7,27.05,7094.8
1477,07/13/19 11:45:00 PM,6019.7,6937.4,27.18,7095.3
1478,07/14/19 12:00:00 AM,6040.9,6968.6,27.32,7107.1
1479,07/14/19 12:15:00 AM,6079.9,7028.5,27.55,7135.0
1480,07/14/19 12:30:00 AM,6137.4,7114.5,27.86,7177.3
1481,07/14/19 12:45:00 AM,6204.1,7212.9,28.26,7218.4
1482,07/14/19 01:00:00 AM,6271.8,7306.9,28.67,7253.0
1483,07/14/19 01:15:00 AM,6287.5,7336.0,28.97,7238.7
1484,07/14/19 01:30:00 AM,6372.2,7452.9,29.29,7307.7
1485,07/14/19 01:45:00 AM,6578.1,7732.0,29.73,7516.1
1486,07/14/19 02:00:00 AM,6865.5,8139.0,29.99,7871.7
1487,07/14/19 02:15:00 AM,7168.3,8577.7,30.20,8262.2
1488,07/14/19 02:30:00 AM,7324.2,8811.0,30.24,8480.5
1489,07/14/19 02:45:00 AM,7360.4,8866.5,30.17,8545.8
1490,07/14/19 03:00:00 AM,7430.6,8959.3,30.12,8644.0
1491,07/14/19 03:15:00 AM,7481.7,9067.0,30.06,8758.4
1492,07/14/19 03:30:00 AM,7633.6,9289.4,30.08,8970.0
1493,07/14/19 03:45:00 AM,7672.2,9361.3,29.99,9055.6
1494,07/14/19 04:00:00 AM,7710.9,9415.7,29.94,9117.4
1495,07/14/19 04:15:00 AM,7695.2,9414.1,29.97,9110.7
1496,07/14/19 04:30:00 AM,7835.2,9623.6,29.93,9321.0
1497,07/14/19 04:45:00 AM,7459.0,9022.5,29.40,8830.7
1498,07/14/19 05:00:00 AM,7609.8,9255.6,29.45,9050.1
1499,07/14/19 05:15:00 AM,7548.5,9169.0,29.25,9001.2
1500,07/14/19 05:30:00 AM,7430.6,8981.4,29.07,8848.8
1501,07/14/19 05:45:00 AM,7349.1,8865.0,28.86,8770.9
1502,07/14/19 06:00:00 AM,7301.7,8796.9,28.60,8749.0
1503,07/14/19 06:15:00 AM,7216.9,8671.8,28.26,8683.7
1504,07/14/19 06:30:00 AM,7075.6,8469.7,27.94,8536.4
1505,07/14/19 06:45:00 AM,7064.6,8436.9,27.53,8574.4
1506,07/14/19 07:00:00 AM,6924.0,8235.6,27.04,8454.0
1507,07/14/19 07:15:00 AM,6808.0,8071.9,26.64,8354.4
1508,07/14/19 07:30:00 AM,6721.5,7936.4,26.30,8272.1
1509,07/14/19 07:45:00 AM,6648.5,7843.0,26.09,8210.6
1510,07/14/19 08:00:00 AM,6624.0,7808.6,25.98,8193.5
1511,07/14/19 08:15:00 AM,6602.6,7779.4,25.95,8168.1
1512,07/14/19 08:30:00 AM,6607.9,7781.6,25.91,8177.5
1513,07/14/19 08:45:00 AM,6617.1,7798.4,25.98,8183.4
1514,07/14/19 09:00:00 AM,6633.9,7816.7,26.07,8187.6
1515,07/14/19 09:15:00 AM,6637.0,7818.1,26.16,8174.0
1516,07/14/19 09:30:00 AM,6627.0,7810.1,26.27,8147.3
1517,07/14/19 09:45:00 AM,6624.7,7809.4,26.41,8123.3
1518,07/14/19 10:00:00 AM,6506.6,7660.9,26.62,7934.6
1519,07/14/19 10:15:00 AM,6626.3,7814.5,26.83,8059.1
1520,07/14/19 10:30:00 AM,6619.4,7810.8,27.06,8017.7
1521,07/14/19 10:45:00 AM,6620.1,7807.9,27.34,7969.3
1522,07/14/19 11:00:00 AM,6623.2,7817.4,27.60,7937.2
1523,07/14/19 11:15:00 AM,6630.8,7827.7,27.87,7904.6
1524,07/14/19 11:30:00 AM,6643.9,7853.3,28.19,7879.8
1525,07/14/19 11:45:00 AM,6663.8,7882.7,28.50,7860.5
1526,07/14/19 12:00:00 PM,6686.1,7909.1,28.76,7846.2
1527,07/14/19 12:15:00 PM,6683.8,7922.4,28.90,7837.7
1528,07/14/19 12:30:00 PM,6698.4,7935.6,28.96,7841.6
1529,07/14/19 12:45:00 PM,6735.3,7994.0,29.24,7855.8
1530,07/14/19 01:00:00 PM,6807.3,8106.1,29.86,7869.4
1531,07/14/19 01:15:00 PM,6862.4,8181.6,30.22,7887.2
1532,07/14/19 01:30:00 PM,6901.4,8244.7,30.68,7877.4
1533,07/14/19 01:45:00 PM,6923.2,8273.3,30.82,7883.5
1534,07/14/19 02:00:00 PM,6906.0,8245.4,30.61,7889.2
1535,07/14/19 02:15:00 PM,6898.2,8230.4,30.49,7893.4
1536,07/14/19 02:30:00 PM,7008.7,8393.6,31.39,7911.3
1537,07/14/19 02:45:00 PM,7024.4,8421.7,31.53,7916.7
1538,07/14/19 03:00:00 PM,7142.1,8593.9,32.32,7957.9
1539,07/14/19 03:15:00 PM,7181.9,8645.6,32.52,7975.7
1540,07/14/19 03:30:00 PM,7195.4,8672.6,32.69,7975.1
1541,07/14/19 03:45:00 PM,7193.0,8667.2,32.70,7968.9
1542,07/14/19 04:00:00 PM,7177.9,8657.9,32.72,7957.5
1543,07/14/19 04:15:00 PM,7209.7,8695.9,32.94,7959.5
1544,07/14/19 04:30:00 PM,7183.4,8663.3,33.06,7912.0
